 0, 0,False
 5, 1,False
 5, 1,False
-2,-1,False
 0, 0,False
-5,-1,False
-3, 0,False
 7, 1,False
 3, 1,False
-1,-1,False
-1, 0,False
-6,-1,False
-2, 0,False
 6, 2,False
 3, 0,False
-1,-1,False
 0, 0,False
-6,-1,False
-1, 0,False
 5, 2,False
 4, 0,False
-2,-1,False
 0, 0,False
-7,-1,False
 0, 0,False
 7, 2,False
 28, 13,True
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
 0, 0,False
